,arr_delay
251,122.0
252,25.0
253,-24.0
254,21.0
255,-35.0
256,27.0
257,-9.0
258,-21.0
261,-19.0
262,2.0
263,-18.0
264,-17.0
265,-2.0
266,-5.0
267,-18.0
268,-13.0
269,-5.0
270,-6.0
271,-7.0
272,3.0
273,6.0
274,-13.0
275,8.0
276,-1.0
277,-15.0
278,-6.0
279,-21.0
280,-15.0
281,-31.0
282,-22.0
283,-32.0
284,-11.0
285,-3.0
286,-6.0
287,-18.0
288,1.0
289,-12.0
290,-16.0
291,-5.0
292,-19.0
293,-36.0
294,-21.0
295,-13.0
296,8.0
297,-5.0
298,-9.0
299,-7.0
300,-11.0
301,-17.0
302,38.0
303,-20.0
304,43.0
305,-6.0
306,-25.0
307,-18.0
308,-1.0
309,-12.0
310,-21.0
311,-14.0
312,-21.0
313,-6.0
314,-7.0
315,5.0
316,1.0
317,-19.0
318,-17.0
319,-7.0
320,3.0
321,-17.0
322,-13.0
323,-15.0
324,-19.0
325,-1.0
326,-24.0
327,-22.0
328,-2.0
329,-15.0
330,-11.0
331,5.0
332,0.0
333,-19.0
334,-21.0
335,4.0
336,1.0
337,-12.0
338,-4.0
339,-23.0
340,-16.0
341,-16.0
342,-10.0
343,-1.0
344,-9.0
345,-21.0
346,-13.0
347,-22.0
348,-9.0
349,-15.0
350,-16.0
351,-17.0
352,-8.0
353,-3.0
354,21.0
355,24.0
356,-12.0
357,-23.0
358,-21.0
359,-23.0
360,-17.0
361,-16.0
363,3.0
364,-28.0
365,11.0
366,-6.0
367,-3.0
368,3.0
369,-17.0
370,0.0
371,27.0
372,-4.0
373,4.0
374,-10.0
375,1.0
376,-34.0
377,0.0
378,-16.0
379,-26.0
380,-25.0
381,2.0
382,-4.0
383,-15.0
384,-4.0
385,-16.0
386,7.0
387,8.0
388,-18.0
389,-8.0
390,-20.0
391,-26.0
392,-17.0
393,-24.0
394,-9.0
395,-15.0
396,-16.0
397,-11.0
398,-20.0
399,-19.0
400,-14.0
401,-9.0
402,7.0
403,-12.0
404,-16.0
405,-20.0
406,10.0
407,-7.0
408,14.0
409,-10.0
410,1.0
411,3.0
412,-19.0
413,-20.0
414,-24.0
415,-11.0
416,-30.0
417,-9.0
418,-33.0
419,-23.0
420,-25.0
421,-30.0
422,-29.0
423,-12.0
424,-21.0
425,-16.0
426,-19.0
427,-12.0
428,36.0
429,-27.0
430,-20.0
431,-21.0
432,-26.0
433,-3.0
434,-19.0
435,38.0
436,-13.0
437,-17.0
438,-11.0
439,-22.0
440,-32.0
441,-12.0
442,-20.0
443,-9.0
444,-25.0
445,-38.0
446,-15.0
447,-11.0
448,-17.0
449,-22.0
450,-17.0
451,5.0
452,-46.0
453,-17.0
454,-11.0
455,-24.0
456,-28.0
457,-27.0
458,-14.0
459,-17.0
460,-12.0
461,-24.0
462,-7.0
463,21.0
464,2.0
465,5.0
466,-24.0
467,-30.0
468,-31.0
469,-25.0
470,-15.0
471,4.0
472,-14.0
473,-27.0
474,-30.0
475,-4.0
476,-20.0
477,-19.0
478,-15.0
479,-24.0
480,-22.0
481,75.0
482,-21.0
483,4.0
484,177.0
485,-24.0
486,-31.0
487,-19.0
488,-3.0
489,-46.0
490,17.0
491,-27.0
492,-21.0
493,-23.0
494,9.0
495,-34.0
496,-13.0
497,-22.0
498,-26.0
499,-26.0
500,-15.0
501,-19.0
502,-18.0
503,-8.0
504,-44.0
505,-29.0
506,14.0
507,-23.0
508,14.0
509,-13.0
510,-23.0
511,-28.0
512,-29.0
513,-20.0
514,-30.0
515,30.0
516,2.0
517,0.0
518,54.0
519,22.0
520,27.0
521,-8.0
522,-6.0
523,-22.0
524,1.0
525,16.0
526,129.0
527,122.0
528,-21.0
529,88.0
530,94.0
531,-11.0
532,-15.0
533,-13.0
534,-16.0
535,-7.0
536,25.0
537,-5.0
538,-20.0
539,-6.0
540,-17.0
541,-7.0
542,-24.0
543,-4.0
544,-19.0
545,-4.0
546,-30.0
547,-32.0
548,-6.0
549,-9.0
550,-5.0
551,-17.0
552,-18.0
553,-5.0
554,-1.0
555,-31.0
556,-27.0
557,-23.0
558,-5.0
559,-24.0
560,-11.0
561,-16.0
562,-3.0
563,-16.0
564,-13.0
565,-7.0
566,24.0
567,-6.0
568,149.0
569,-7.0
570,-15.0
571,41.0
573,-7.0
574,29.0
575,290.0
576,-22.0
577,-12.0
578,17.0
579,11.0
580,-9.0
581,-23.0
582,-2.0
583,2.0
584,-17.0
585,-18.0
586,-23.0
587,185.0
588,28.0
589,-33.0
590,-23.0
591,0.0
592,85.0
593,-12.0
594,12.0
595,-2.0
596,-4.0
597,-32.0
598,-12.0
599,-13.0
600,-7.0
601,-19.0
602,7.0
603,-32.0
604,-5.0
605,-35.0
606,-2.0
607,12.0
608,-8.0
609,-10.0
610,1.0
611,-8.0
612,-4.0
613,-4.0
614,5.0
615,-7.0
616,-9.0
617,-1.0
618,-7.0
619,-7.0
620,-9.0
621,5.0
622,-2.0
623,-15.0
624,-4.0
625,21.0
626,0.0
627,-10.0
628,-1.0
629,-4.0
630,-4.0
631,-10.0
632,-9.0
633,-14.0
634,1.0
635,46.0
636,10.0
637,-7.0
638,-4.0
639,-15.0
640,10.0
641,3.0
642,-7.0
643,-3.0
644,-12.0
645,-9.0
646,-11.0
647,-1.0
648,-8.0
649,-1.0
650,-2.0
651,-2.0
652,27.0
653,-2.0
654,15.0
655,-6.0
656,-4.0
657,-7.0
658,-15.0
659,12.0
660,-21.0
661,11.0
662,-7.0
663,-20.0
664,1.0
665,-18.0
666,4.0
667,20.0
668,-30.0
669,4.0
670,108.0
671,18.0
672,-21.0
673,-33.0
674,-12.0
675,31.0
676,-23.0
677,-4.0
678,-24.0
679,-17.0
680,-33.0
681,-19.0
682,-20.0
683,25.0
684,-12.0
685,-8.0
686,33.0
687,-9.0
688,10.0
689,-13.0
690,-8.0
691,-16.0
692,-18.0
693,-14.0
694,-10.0
695,-18.0
696,-30.0
697,-9.0
698,7.0
699,-34.0
700,-32.0
701,31.0
702,31.0
703,-11.0
704,1.0
705,13.0
706,-7.0
707,-18.0
708,95.0
709,-25.0
710,-13.0
711,-11.0
712,76.0
713,-15.0
714,-11.0
715,-13.0
716,-16.0
717,-2.0
718,-23.0
719,-10.0
720,-19.0
721,-10.0
722,-20.0
723,-4.0
724,-15.0
725,-8.0
726,-20.0
727,-37.0
728,-41.0
729,-16.0
730,17.0
731,-1.0
732,-13.0
733,2.0
734,-5.0
735,-22.0
736,-36.0
737,20.0
738,-24.0
739,-3.0
740,-13.0
741,3.0
742,-23.0
743,-31.0
744,-16.0
745,-23.0
746,-15.0
747,-4.0
748,-7.0
749,-13.0
750,86.0
751,156.0
752,-20.0
753,-5.0
754,7.0
755,205.0
756,-19.0
757,32.0
758,74.0
759,47.0
760,0.0
761,-7.0
762,29.0
763,-28.0
764,53.0
765,212.0
766,196.0
767,-6.0
768,-17.0
769,1.0
770,-6.0
771,-26.0
772,-1.0
773,-17.0
774,22.0
775,26.0
776,-12.0
777,-22.0
778,9.0
780,-6.0
781,-6.0
782,-26.0
783,-17.0
784,3.0
785,6.0
786,15.0
787,3.0
788,11.0
789,-6.0
790,29.0
791,-14.0
792,-34.0
793,-19.0
794,25.0
795,-1.0
796,3.0
797,-22.0
798,-17.0
799,-16.0
800,-10.0
801,-26.0
802,-19.0
803,-15.0
804,54.0
805,-15.0
806,2.0
807,1.0
808,14.0
809,-11.0
810,-18.0
811,-17.0
813,-13.0
814,4.0
815,35.0
816,-9.0
817,-16.0
818,-20.0
819,-23.0
820,-22.0
821,-3.0
822,15.0
823,-7.0
824,-10.0
825,-7.0
826,-19.0
827,-14.0
828,-7.0
829,-16.0
830,-12.0
831,-20.0
832,63.0
833,-32.0
834,-5.0
835,-8.0
836,-11.0
837,-20.0
838,-23.0
839,-18.0
840,-25.0
841,-11.0
843,-11.0
844,-15.0
845,-17.0
846,-42.0
847,-13.0
848,-16.0
849,-23.0
850,-25.0
851,-22.0
852,-16.0
856,-24.0
857,-14.0
858,-23.0
859,10.0
860,8.0
861,-21.0
862,-20.0
863,-14.0
864,-14.0
865,4.0
866,45.0
867,5.0
868,20.0
869,-8.0
870,-20.0
871,-42.0
872,-1.0
873,5.0
874,-1.0
875,-16.0
876,-11.0
877,-29.0
878,-3.0
879,4.0
880,-27.0
881,-27.0
882,-27.0
883,-28.0
884,-5.0
885,-4.0
886,-1.0
889,-9.0
890,-22.0
891,-20.0
892,-18.0
893,-16.0
894,-24.0
895,20.0
896,-4.0
897,-8.0
898,-21.0
899,-20.0
900,-34.0
901,-20.0
902,-9.0
903,3.0
904,20.0
905,-16.0
906,-20.0
909,10.0
910,-21.0
911,6.0
912,34.0
913,-6.0
914,-18.0
915,-20.0
916,-22.0
917,-12.0
918,-17.0
919,-19.0
921,-22.0
922,-13.0
923,-16.0
924,-28.0
925,-11.0
926,-28.0
927,79.0
928,-11.0
929,8.0
930,-8.0
931,-9.0
932,-18.0
933,-7.0
934,-9.0
935,-29.0
936,25.0
937,8.0
938,-13.0
939,-2.0
940,-15.0
941,-9.0
942,18.0
943,-18.0
944,-3.0
946,9.0
947,33.0
948,6.0
949,-9.0
950,-21.0
951,-15.0
952,-23.0
953,-28.0
954,-14.0
955,-3.0
956,-12.0
957,-5.0
958,-12.0
959,-14.0
960,-7.0
961,-1.0
962,-2.0
963,-14.0
964,-11.0
965,-20.0
966,-8.0
967,-25.0
968,-28.0
969,-3.0
970,8.0
971,-13.0
972,-9.0
973,-18.0
974,58.0
975,-8.0
976,-20.0
977,-5.0
978,-15.0
979,-21.0
980,-2.0
981,2.0
982,-3.0
983,-3.0
984,26.0
985,-49.0
986,-8.0
987,-24.0
988,22.0
989,3.0
990,-32.0
991,10.0
992,-70.0
993,-15.0
994,9.0
995,-52.0
996,16.0
997,-31.0
998,38.0
999,-26.0
1000,9.0
1001,-47.0
1002,19.0
1003,-38.0
1004,6.0
1005,-50.0
1006,72.0
1007,-15.0
1008,3.0
1009,17.0
1010,-67.0
1011,-5.0
1012,-3.0
1013,23.0
1014,-9.0
1015,43.0
1016,-57.0
1017,-2.0
1018,-8.0
1019,-4.0
1020,10.0
1021,-12.0
1022,8.0
1023,65.0
1024,55.0
1025,65.0
1026,-38.0
1027,54.0
1028,5.0
1029,-26.0
1030,-17.0
1031,-4.0
1032,-26.0
1033,-19.0
1034,-31.0
1035,-16.0
1036,-10.0
1037,-10.0
1038,-13.0
1039,-8.0
1040,6.0
1041,4.0
1042,-8.0
1043,25.0
1044,-17.0
1045,-28.0
1046,15.0
1047,-5.0
1048,-23.0
1049,-6.0
1050,-12.0
1051,-18.0
1052,-6.0
1053,8.0
1054,-26.0
1055,-11.0
1056,-19.0
1057,-20.0
1058,-10.0
1059,-22.0
1060,5.0
1061,-32.0
1062,-19.0
1063,11.0
1064,-17.0
1065,30.0
1066,-10.0
1067,-19.0
1068,5.0
1069,20.0
1070,3.0
1071,-21.0
1072,142.0
1073,1.0
1074,-22.0
1075,17.0
1076,1.0
1077,2.0
1078,35.0
1079,-8.0
1080,0.0
1081,23.0
1082,-15.0
1083,-24.0
1084,1.0
1085,55.0
1086,-24.0
1087,-16.0
1088,3.0
1089,-13.0
1090,-13.0
1091,-39.0
1092,-12.0
1093,-21.0
1094,-8.0
1095,-8.0
1096,-18.0
1097,24.0
1098,-23.0
1099,-15.0
1100,18.0
1101,33.0
1102,-14.0
1103,1.0
1104,-12.0
1105,-16.0
1108,-3.0
1113,18.0
1114,55.0
1115,0.0
1116,-24.0
1117,60.0
1118,4.0
1119,-3.0
1120,-37.0
1121,-71.0
1122,-19.0
1123,15.0
1124,-15.0
1125,-7.0
1126,-11.0
1127,-7.0
1128,16.0
1129,10.0
1130,21.0
1131,0.0
1132,-8.0
1133,-35.0
1134,-8.0
1135,14.0
1136,-23.0
1137,-23.0
1138,-12.0
1139,-15.0
1140,5.0
1141,-9.0
1142,-1.0
1143,-5.0
1144,2.0
1145,-5.0
1146,-35.0
1147,-19.0
1148,-30.0
1149,-10.0
1150,-4.0
1151,66.0
1152,-30.0
1153,32.0
1154,-13.0
1155,-31.0
1156,-30.0
1157,111.0
1158,-14.0
1159,-50.0
1160,-23.0
1161,-43.0
1162,-10.0
1163,-7.0
1164,-7.0
1165,-1.0
1166,14.0
1167,-1.0
1168,-34.0
1169,-28.0
1170,-4.0
1171,-12.0
1172,11.0
1173,3.0
1174,-5.0
1175,-20.0
1176,-42.0
1177,-25.0
1178,-14.0
1179,-8.0
1180,-16.0
1181,-45.0
1182,-9.0
1183,-29.0
1184,-8.0
1185,10.0
1186,-5.0
1187,13.0
1188,-4.0
1189,-36.0
1190,-37.0
1191,-2.0
1192,-59.0
1193,37.0
1194,6.0
1195,-16.0
1196,-16.0
1197,-8.0
1198,-1.0
1199,-6.0
1200,51.0
1201,-38.0
1202,15.0
1203,-16.0
1204,-20.0
1205,-10.0
1206,1.0
1207,-63.0
1208,-17.0
1209,-17.0
1210,-17.0
1211,-18.0
1212,5.0
1213,-6.0
1214,-30.0
1215,3.0
1216,-10.0
1217,-8.0
1218,-41.0
1219,14.0
1220,-8.0
1221,-40.0
1222,-4.0
1223,-5.0
1224,-40.0
1225,-21.0
1226,-6.0
1227,8.0
1228,-8.0
1229,-5.0
1230,-32.0
1231,-29.0
1232,-6.0
1233,-1.0
1234,-13.0
1235,-3.0
1236,4.0
1237,-13.0
1238,-15.0
1239,-17.0
1240,1.0
1241,-7.0
1242,-17.0
1243,7.0
1244,-18.0
1245,33.0
1246,32.0
1247,-5.0
1248,0.0
1249,-29.0
1250,-20.0
1251,-18.0
1252,-10.0
1253,-8.0
1254,-2.0
1255,0.0
1256,98.0
1257,-20.0
1258,-36.0
1259,17.0
1260,-7.0
1261,-5.0
1262,-7.0
1263,23.0
1264,-13.0
1265,-23.0
1266,-7.0
1267,-31.0
1268,-17.0
1269,-15.0
1270,-42.0
1271,-5.0
1272,-5.0
1273,-19.0
1274,-22.0
1275,-31.0
1276,-1.0
1277,47.0
1278,14.0
1279,-12.0
1280,1.0
1281,-11.0
1282,4.0
1283,12.0
1284,-51.0
1285,-37.0
1286,-2.0
1287,61.0
1288,-26.0
1289,13.0
1290,-11.0
1291,-20.0
1292,-4.0
1293,-20.0
1294,-9.0
1295,-10.0
1296,-24.0
1297,-11.0
1298,-26.0
1299,17.0
1300,27.0
1301,-48.0
1302,5.0
1303,-30.0
1304,-7.0
1305,14.0
1306,57.0
1307,19.0
1308,18.0
1309,-6.0
1310,-21.0
1311,30.0
1312,-40.0
1313,-11.0
1314,-29.0
1315,-7.0
1316,25.0
1317,-27.0
1318,14.0
1319,-8.0
1320,20.0
1321,-10.0
1322,-8.0
1323,3.0
1324,12.0
1325,52.0
1326,-18.0
1327,-51.0
1328,14.0
1329,-44.0
1330,39.0
1331,-25.0
1332,-7.0
1333,-17.0
1334,19.0
1335,-45.0
1336,-17.0
1337,-23.0
1338,-36.0
1339,44.0
1340,-23.0
1341,-40.0
1342,-26.0
1343,-3.0
1344,-21.0
1345,-28.0
1346,3.0
1347,-10.0
1348,-16.0
1349,-2.0
1350,1.0
1351,1.0
1352,-20.0
1353,5.0
1355,19.0
1356,163.0
1357,25.0
1358,-42.0
1359,11.0
1360,19.0
1361,18.0
1362,-3.0
1363,-13.0
1364,-29.0
1365,-5.0
1366,11.0
1367,-13.0
1368,4.0
1369,4.0
1370,-2.0
1371,-11.0
1372,0.0
1373,20.0
1374,2.0
1375,20.0
1376,-26.0
1377,-14.0
1378,5.0
1379,153.0
1380,-18.0
1381,13.0
1382,-24.0
1383,-37.0
1384,-4.0
1385,27.0
1386,-6.0
1387,59.0
1388,-2.0
1389,19.0
1390,-29.0
1391,-4.0
1392,14.0
1393,-3.0
1394,-3.0
1395,6.0
1396,9.0
1397,-8.0
1398,-17.0
1399,-12.0
1400,-10.0
1401,-50.0
1402,-35.0
1403,9.0
1404,-54.0
1405,-10.0
1406,-14.0
1407,-8.0
1408,39.0
1409,-29.0
1410,-24.0
1411,86.0
1412,-1.0
1413,-37.0
1414,50.0
1415,69.0
1416,42.0
1417,-15.0
1418,-30.0
1419,17.0
1420,-9.0
1421,-33.0
1422,-19.0
1423,4.0
1424,-31.0
1425,8.0
1426,-16.0
1427,-39.0
1428,-21.0
1429,2.0
1431,-18.0
1432,-46.0
1433,-46.0
1434,-36.0
1435,-27.0
1436,-8.0
1437,-21.0
1438,-35.0
1439,-16.0
1440,-18.0
1441,4.0
1442,0.0
1443,-21.0
1444,-3.0
1445,-31.0
1446,-51.0
1447,-24.0
1448,-17.0
1449,-25.0
1450,-10.0
1451,5.0
1452,30.0
1453,-24.0
1454,1.0
1455,-24.0
1456,-11.0
1457,56.0
1458,-6.0
1459,-21.0
1460,25.0
1461,8.0
1462,32.0
1463,39.0
1464,-1.0
1465,-16.0
1466,-27.0
1467,18.0
1468,-41.0
1469,-25.0
1470,-7.0
1471,-32.0
1472,-2.0
1473,-11.0
1474,2.0
1475,-34.0
1477,-9.0
1478,-6.0
1479,-19.0
1480,-11.0
1481,-34.0
1482,8.0
1483,-32.0
1484,1.0
1485,-11.0
1486,-10.0
1487,49.0
1488,-9.0
1489,-28.0
1490,10.0
1491,-17.0
1492,-5.0
1493,1.0
1494,61.0
1495,35.0
1496,4.0
1497,-5.0
1498,12.0
1499,-31.0
1500,34.0
1501,3.0
1502,-22.0
1503,7.0
1504,-20.0
1505,6.0
1506,-17.0
1507,-2.0
1508,-3.0
1509,-14.0
1510,-27.0
1511,-28.0
1512,-22.0
1513,13.0
1514,12.0
1515,11.0
1516,-38.0
1517,5.0
1518,-17.0
1519,-14.0
1520,-11.0
1521,20.0
1522,-18.0
1523,20.0
1525,-13.0
1526,-25.0
1527,-29.0
1528,41.0
1529,19.0
1530,46.0
1531,-6.0
1532,-27.0
1533,-31.0
1534,10.0
1535,-5.0
1536,-4.0
1537,-23.0
1538,-32.0
1539,-16.0
1540,-40.0
1541,6.0
1542,-4.0
1543,-1.0
1544,8.0
1545,-24.0
1546,-11.0
1547,13.0
1548,48.0
1549,17.0
1550,-29.0
1551,-18.0
1552,-5.0
1553,5.0
1554,-3.0
1555,32.0
1556,32.0
1557,-20.0
1558,32.0
1559,13.0
1560,2.0
1561,-16.0
1562,1.0
1563,8.0
1564,-13.0
1565,14.0
1566,170.0
1567,-8.0
1568,79.0
1569,4.0
1570,-24.0
1571,-5.0
1572,3.0
1573,-29.0
1574,-11.0
1575,-15.0
1576,-9.0
1577,-11.0
1578,-19.0
1579,-21.0
1580,-15.0
1581,-28.0
1582,23.0
1583,-1.0
1584,-17.0
1585,4.0
1586,-2.0
1587,81.0
1588,-41.0
1589,3.0
1590,15.0
1591,-9.0
1592,-2.0
1593,0.0
1594,7.0
1595,-14.0
1597,4.0
1598,-4.0
1599,-16.0
1600,-2.0
1601,-2.0
1602,41.0
1603,101.0
1604,-25.0
1605,-10.0
1606,20.0
1607,15.0
1608,-23.0
1609,-18.0
1611,-19.0
1612,-20.0
1613,-15.0
1614,-1.0
1615,-8.0
1616,-14.0
1617,38.0
1618,24.0
1619,-3.0
1620,41.0
1621,-12.0
1622,6.0
1623,-15.0
1624,-13.0
1625,-4.0
1626,-7.0
1627,52.0
1628,-5.0
1629,-7.0
1630,3.0
1631,87.0
1632,-5.0
1633,65.0
1634,-17.0
1635,-9.0
1636,80.0
1637,-18.0
1638,-4.0
1639,22.0
1640,82.0
1641,71.0
1642,-3.0
1643,221.0
1644,3.0
1645,-11.0
1646,-8.0
1647,-9.0
1648,-3.0
1649,94.0
1650,7.0
1651,81.0
1652,-12.0
1653,-4.0
1654,3.0
1655,-13.0
1656,-8.0
1657,5.0
1658,-3.0
1660,110.0
1661,134.0
1665,-11.0
1666,52.0
1667,83.0
1668,-11.0
1669,4.0
1670,5.0
1671,23.0
1672,-8.0
1673,70.0
1674,55.0
1675,8.0
1676,-20.0
1677,183.0
1678,357.0
1679,114.0
1680,34.0
1681,63.0
1682,85.0
1683,9.0
1684,25.0
1685,4.0
1686,-4.0
1687,14.0
1688,-15.0
1689,-7.0
1690,-2.0
1691,-8.0
1692,10.0
1693,180.0
1694,151.0
1695,4.0
1696,-7.0
1697,0.0
1698,-10.0
1699,37.0
1700,-9.0
1701,4.0
1702,-27.0
1703,78.0
1704,80.0
1705,-2.0
1706,114.0
1707,54.0
1708,22.0
1709,-5.0
1710,19.0
1711,42.0
1713,-11.0
1714,1.0
1715,23.0
1716,32.0
1717,22.0
1718,6.0
1719,-35.0
1720,-16.0
1721,1.0
1722,-16.0
1723,2.0
1724,3.0
1725,-10.0
1726,22.0
1727,-18.0
1728,-17.0
1729,15.0
1730,-6.0
1731,-14.0
1732,36.0
1733,37.0
1734,-35.0
1735,7.0
1736,-31.0
1737,-10.0
1738,34.0
1739,5.0
1740,-11.0
1741,-2.0
1742,16.0
1743,9.0
1744,54.0
1745,-13.0
1746,-24.0
1748,7.0
1749,11.0
1750,-1.0
1751,-4.0
1752,3.0
1753,-10.0
1754,-14.0
1755,4.0
1756,77.0
1757,-17.0
1758,-14.0
1759,-4.0
1760,-33.0
1761,21.0
1762,1.0
1763,38.0
1764,-2.0
1765,94.0
1766,12.0
1767,-1.0
1768,-8.0
1769,-8.0
1770,-10.0
1771,5.0
1772,-28.0
1773,-19.0
1774,-14.0
1775,72.0
1776,-16.0
1777,-22.0
1778,-22.0
1779,-3.0
1780,-11.0
1781,-27.0
1782,-19.0
1783,-11.0
1784,-11.0
1785,-6.0
1786,-3.0
1787,-13.0
1788,11.0
1789,8.0
1790,19.0
1791,0.0
1792,-2.0
1793,-8.0
1794,-13.0
1795,-10.0
1796,7.0
1797,-9.0
1798,-33.0
1799,-7.0
1800,-7.0
1801,123.0
1802,-25.0
1803,-6.0
1804,-9.0
1805,-9.0
1806,-8.0
1807,4.0
1808,-8.0
1809,19.0
1810,-13.0
1811,-17.0
1812,-5.0
1813,2.0
1814,5.0
1815,-8.0
1816,-5.0
1817,16.0
1818,-26.0
1819,3.0
1820,-27.0
1821,-3.0
1822,22.0
1823,-16.0
1824,0.0
1825,77.0
1826,1.0
1827,-12.0
1828,-9.0
1829,-10.0
1830,-5.0
1831,22.0
1832,-10.0
1833,-13.0
1834,-26.0
1835,10.0
1836,-17.0
1837,0.0
1839,-26.0
1840,19.0
1841,36.0
1842,-11.0
1843,69.0
1844,108.0
1845,-11.0
1846,-11.0
1847,2.0
1848,-7.0
1849,1.0
1850,-7.0
1851,15.0
1852,2.0
1853,51.0
1854,-49.0
1855,-17.0
1856,144.0
1857,17.0
1858,50.0
1859,25.0
1860,-17.0
1861,2.0
1862,-14.0
1863,-12.0
1864,15.0
1865,449.0
1866,3.0
1867,14.0
1869,-11.0
1870,45.0
1871,-51.0
1872,14.0
1873,8.0
1874,-2.0
1875,-19.0
1876,-15.0
1877,-10.0
1878,0.0
1879,1.0
1880,9.0
1881,0.0
1882,-15.0
1883,-32.0
1884,-17.0
1885,3.0
1886,-2.0
1887,16.0
1888,-3.0
1889,10.0
1890,-29.0
1891,6.0
1892,120.0
1893,19.0
1894,24.0
1895,1.0
1896,-29.0
1897,3.0
1898,6.0
1900,-19.0
1901,-25.0
1902,12.0
1903,32.0
1904,69.0
1905,21.0
1906,4.0
1907,-3.0
1908,-7.0
1909,-6.0
1910,-8.0
1911,-14.0
1912,-11.0
1913,8.0
1914,-10.0
1915,-38.0
1916,-5.0
1917,-13.0
1918,-28.0
1919,-14.0
1920,17.0
1921,-12.0
1922,0.0
1923,-9.0
1924,-12.0
1925,3.0
1926,-26.0
1927,-16.0
1928,-3.0
1929,9.0
1930,-23.0
1931,-6.0
1932,-17.0
1933,-15.0
1934,-4.0
1935,-5.0
1936,-9.0
1937,39.0
1938,4.0
1939,-12.0
1940,54.0
1941,20.0
1942,-18.0
1943,-18.0
1944,-12.0
1945,-7.0
1946,-32.0
1947,39.0
1948,3.0
1949,-21.0
1950,13.0
1951,1.0
1952,-4.0
1953,12.0
1954,-7.0
1955,-14.0
1956,-19.0
1957,-14.0
1958,-31.0
1959,0.0
1960,-21.0
1961,39.0
1962,-2.0
1963,10.0
1964,-25.0
1965,-13.0
1966,-5.0
1967,-6.0
1968,81.0
1969,-19.0
1970,-16.0
1971,4.0
1972,-3.0
1973,-16.0
1974,1.0
1975,-22.0
1976,-7.0
1977,-23.0
1978,-1.0
1979,-15.0
1980,-10.0
1981,0.0
1982,83.0
1983,0.0
1984,-16.0
1985,-9.0
1986,33.0
1987,59.0
1988,11.0
1989,-5.0
1990,20.0
1991,-32.0
1992,-9.0
1993,-6.0
1994,9.0
1995,-27.0
1996,-11.0
1997,-5.0
1998,-10.0
1999,17.0
